Entry number	Target word	Target cyrillic	Stem nr	Concept nr	Source concept	Russian stimulus	WOLD core list	LWT code	Similarity set	Language	Village	Region	Date (MM.YYYY)	Latitude	Longitude	Respondent	Full_reference	Supposed toplevel source	Suspected mediator	Reference	Comment	Confirmed
2912		кюфлет		45	the family	семья	Yes	2.82	45.4	Tabasaran	Laka	Khiv	7.2018	41.75705	47.88114	Laka1						y
3083		хизан		45	the family	семья	Yes	2.82	45.1	Lezgian	Tsinit	Khiv	7.2018	41.72324	48.00882	Tsinit1						
3249		хизан		45	the family	семья	Yes	2.82	45.1	Tabasaran	Yagdyg	Tabasaran	7.2018	41.980115	47.970578	Yagdyg2						
3411		кифлет		45	the family	семья	Yes	2.82	45.4	North Azerbaijani	Yersi	Tabasaran	7.2018	42.018844	48.012897	Yersi1						
3458	aailah			45	the family				2	arabic	arabic_dictionary					arabic_dictionary						
3543	usrah			45	the family				6	arabic	arabic_dictionary					arabic_dictionary						
3729	ailə			45	the family				2	azerbaijani	azerbaijani_dictionary					azerbaijani_dictionary						
3907	доьзал			45	the family				5	chechen	chechen_dictionary					chechen_dictionary						
4067	oǯaχi			45	the family				4	georgian	georgian_dictionary					georgian_dictionary						
4477	xanevadeh			45	the family				3	persian	persian_dictionary					persian_dictionary						
4901	семья			45	the family				1	russian	russian_dictionary					russian_dictionary						
62	burtina	буртина		46	the felt	войлок (из чего делают бурки)	Yes	6.27	46.1	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
258	hurgu	гьургу		46	the felt	войлок (из чего делают бурки)	Yes	6.27	46.2	Andi	Zilo	Botlikh	8.2018	42.731394	46.319223	Zilo1		Non loan				
431	hurgu	гьургу		46	the felt	войлок (из чего делают бурки)	Yes	6.27	46.2	Andi	Zilo	Botlikh	7.2017	42.731394	46.319223	Zilo2		Non loan				
590	murtuƛ	муртул1		46	the felt	войлок (из чего делают бурки)	Yes	6.27	46.3	Andi	Rikvani	Botlikh	7.2017	42.782304	46.319372	Rikvani1		Non loan				
737	burka	бурка		46	the felt	войлок (из чего делают бурки)	Yes	6.27	46.4	Botlikh	Botlikh	Botlikh	7.2017	42.667813	46.221451	Botlikh1		Russian				
738	burtina	буртина		46	the felt	войлок (из чего делают бурки)	Yes	6.27	46.1	Botlikh	Botlikh	Botlikh	7.2017	42.667813	46.221451	Botlikh1		Avar				
893	kirtijab	киртияб		46	the felt	войлок (из чего делают бурки)	Yes	6.27	46.5	Avar	Kusur	Rutul	7.2017	41.781293	46.949207	Kusur1		Unidentified				
1041	warti			46	the felt	войлок (из чего делают бурки)	Yes	6.27	46.6	Archi			11.2018	42.0664	46.8678	(Chumakina 2009)	Chumakina, Marina. 2009. Archi vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1254 entries. (Available online at http://wold.clld.org/vocabulary/16, Accessed on 2018-11-11.)	Unidentified				
1180	q’ī			46	the felt	войлок (из чего делают бурки)	Yes	6.27	46.7	Bezhta			11.2018	42.1206	46.03319	(Comrie & Khalilov 2009)	Comrie, Bernard & Madzhid Khalilov. 2009. Bezhta vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1473 entries. (Available online at http://wold.clld.org/vocabulary/15, Accessed on 2018-11-11.) 	Non loan				
1181	kiz			46	the felt	войлок (из чего делают бурки)	Yes	6.27	46.8	Bezhta			11.2018	42.1206	46.03319	(Comrie & Khalilov 2009)	Comrie, Bernard & Madzhid Khalilov. 2009. Bezhta vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1473 entries. (Available online at http://wold.clld.org/vocabulary/15, Accessed on 2018-11-11.) 	Non loan			Probably a loan from Turkic	
1307		лит		46	the felt	войлок (из чего делают бурки)	Yes	6.27	46.9	Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1						y
1481		йун		46	the felt	войлок (из чего делают бурки)	Yes	6.27	46.11	North Azerbaijani	Darvag	Tabasaran	7.2018	42.022285	48.065912	Darvag1						
1647		кийиз		46	the felt	войлок (из чего делают бурки)	Yes	6.27	46.8	Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1857		юрт		46	the felt	войлок (из чего делают бурки)	Yes	6.27	46.12	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek1					Also ‘burka’	
2646		йюрт		46	the felt	войлок (из чего делают бурки)	Yes	6.27	46.12	Tabasaran	Khapil’	Tabasaran	7.2018	41.98722	47.97731	Khapil1					Also: ‘burka’.	
2810		япанджи		46	the felt	войлок (из чего делают бурки)	Yes	6.27	46.13	Tabasaran	Laka	Khiv	7.2018	41.75705	47.88114	Laka1					Also: ‘burka’	
2975		сар		46	the felt	войлок (из чего делают бурки)	Yes	6.27	46.14	Lezgian	Tsinit	Khiv	7.2018	41.72324	48.00882	Tsinit1					Wool	
2976		лит		46	the felt	войлок (из чего делают бурки)	Yes	6.27	46.9	Lezgian	Tsinit	Khiv	7.2018	41.72324	48.00882	Tsinit1						y
3150		юрт		46	the felt	войлок (из чего делают бурки)	Yes	6.27	46.12	Tabasaran	Yagdyg	Tabasaran	7.2018	41.980115	47.970578	Yagdyg2						
3308		киз		46	the felt	войлок (из чего делают бурки)	Yes	6.27	46.8	North Azerbaijani	Yersi	Tabasaran	7.2018	42.018844	48.012897	Yersi1						
3512	libd			46	the felt				5	arabic	arabic_dictionary					arabic_dictionary						
3513	lubbad			46	the felt				5	arabic	arabic_dictionary					arabic_dictionary						
3886	б1ег1иг			46	the felt				4	chechen	chechen_dictionary					chechen_dictionary						
4040	pet'ri			46	the felt				3	georgian	georgian_dictionary					georgian_dictionary						
4403	namad			46	the felt				2	persian	persian_dictionary					persian_dictionary						
4902	войлок			46	the felt				1	russian	russian_dictionary					russian_dictionary						
63	č’aʕa	ч1аг1а		47	the fermented drink	буза	Yes	5.94	47.1	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
432	č’ač’a	ч1ач1а		47	the fermented drink	буза	Yes	5.94	47.2	Andi	Zilo	Botlikh	7.2017	42.731394	46.319223	Zilo2		Unidentified				
591	čaʔa	чаъа		47	the fermented drink	буза	Yes	5.94	47.1	Andi	Rikvani	Botlikh	7.2017	42.782304	46.319372	Rikvani1		Avar				
739	čaʕa	ч1аг1а		47	the fermented drink	буза	Yes	5.94	47.1	Botlikh	Botlikh	Botlikh	7.2017	42.667813	46.221451	Botlikh1		Avar				
894	buza	буза		47	the fermented drink	буза	Yes	5.94	47.3	Avar	Kusur	Rutul	7.2017	41.781293	46.949207	Kusur1		Russian				
1042	χːalaj			47	the fermented drink	буза	Yes	5.94	47.4	Archi			11.2018	42.0664	46.8678	(Chumakina 2009)	Chumakina, Marina. 2009. Archi vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1254 entries. (Available online at http://wold.clld.org/vocabulary/16, Accessed on 2018-11-11.)	Non loan				
1182	č’aɣa			47	the fermented drink	буза	Yes	5.94	47.1	Bezhta			11.2018	42.1206	46.03319	(Comrie & Khalilov 2009)	Comrie, Bernard & Madzhid Khalilov. 2009. Bezhta vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1473 entries. (Available online at http://wold.clld.org/vocabulary/15, Accessed on 2018-11-11.) 	Avar				
1296		т1ач		47	the fermented drink	буза	Yes	5.94	47.5	Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1						y
1633		боза		47	the fermented drink	буза	Yes	5.94	47.3	Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
2635		семене		47	the fermented drink	буза	Yes	5.94	47.6	Tabasaran	Khapil’	Tabasaran	7.2018	41.98722	47.97731	Khapil1					Some sweet substance similar to halva.	
2963		т1ач		47	the fermented drink	буза	Yes	5.94	47.5	Lezgian	Tsinit	Khiv	7.2018	41.72324	48.00882	Tsinit1						
3139		семене		47	the fermented drink	буза	Yes	5.94	47.6	Tabasaran	Yagdyg	Tabasaran	7.2018	41.980115	47.970578	Yagdyg2						
3297		чаба		47	the fermented drink	буза	Yes	5.94	47.7	North Azerbaijani	Yersi	Tabasaran	7.2018	42.018844	48.012897	Yersi1					From Georgian. Strong liquor, byproduct of wine production. Appeared relatively recently (~40 years ago).	
3514	bouða			47	the fermented drink				5	arabic	arabic_dictionary					arabic_dictionary						
3730	gürültü			47	the fermented drink				2	azerbaijani	azerbaijani_dictionary					azerbaijani_dictionary						
3870	ко			47	the fermented drink				3	chechen	chechen_dictionary					chechen_dictionary						
3887	мохса			47	the fermented drink				4	chechen	chechen_dictionary					chechen_dictionary						
4903	буза			47	the fermented drink				1	russian	russian_dictionary					russian_dictionary						
64	c’ul	ц1ул		48	the firewood	дрова, топливо, древесина	Yes	1.88	48.1	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
259	ɬudi	лъуди		48	the firewood	дрова, топливо, древесина	Yes	1.88	48.2	Andi	Zilo	Botlikh	8.2018	42.731394	46.319223	Zilo1		Non loan				
1043	k'uc'i			48	the firewood	дрова, топливо, древесина	Yes	1.88	48.3	Archi			11.2018	42.0664	46.8678	(Chumakina 2009)	Chumakina, Marina. 2009. Archi vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1254 entries. (Available online at http://wold.clld.org/vocabulary/16, Accessed on 2018-11-11.)	Non loan				
1183	hudo			48	the firewood	дрова, топливо, древесина	Yes	1.88	48.4	Bezhta			11.2018	42.1206	46.03319	(Comrie & Khalilov 2009)	Comrie, Bernard & Madzhid Khalilov. 2009. Bezhta vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1473 entries. (Available online at http://wold.clld.org/vocabulary/15, Accessed on 2018-11-11.) 	Non loan				
1326		к1арас		48	the firewood	дрова, топливо, древесина	Yes	1.88	48.5	Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1						
1499		одун		48	the firewood	дрова, топливо, древесина	Yes	1.88	48.6	North Azerbaijani	Darvag	Tabasaran	7.2018	42.022285	48.065912	Darvag1						
1670		агъач		48	the firewood	дрова, топливо, древесина	Yes	1.88	48.7	Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1876		к1ак1лар		48	the firewood	дрова, топливо, древесина	Yes	1.88	48.8	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek1						
2043		к1ак1лар		48	the firewood	дрова, топливо, древесина	Yes	1.88	48.8	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek2						
2199		к1ак1лар		48	the firewood	дрова, топливо, древесина	Yes	1.88	48.8	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek3						
2347		урцул		48	the firewood	дрова, топливо, древесина	Yes	1.88	48.1	Kajtak	Dzhavgat	Tabasaran	7.2018	42.0506	47.9375	Dzhavgat1						
2504		урцул		48	the firewood	дрова, топливо, древесина	Yes	1.88	48.1	Kajtak	Dzhibakhni	Tabasaran	7.2018	42.06051	47.90847	Dzhibakhni1						
2666		к1ак1лар		48	the firewood	дрова, топливо, древесина	Yes	1.88	48.8	Tabasaran	Khapil’	Tabasaran	7.2018	41.98722	47.97731	Khapil1						
2828		к1ак1улир		48	the firewood	дрова, топливо, древесина	Yes	1.88	48.8	Tabasaran	Laka	Khiv	7.2018	41.75705	47.88114	Laka1						
2994		к1арасар		48	the firewood	дрова, топливо, древесина	Yes	1.88	48.5	Lezgian	Tsinit	Khiv	7.2018	41.72324	48.00882	Tsinit1					Plural	
3167		к1ак1лар		48	the firewood	дрова, топливо, древесина	Yes	1.88	48.8	Tabasaran	Yagdyg	Tabasaran	7.2018	41.980115	47.970578	Yagdyg2						
3327		одун		48	the firewood	дрова, топливо, древесина	Yes	1.88	48.6	North Azerbaijani	Yersi	Tabasaran	7.2018	42.018844	48.012897	Yersi1						
3588	hatab			48	the firewood				7	arabic	arabic_dictionary					arabic_dictionary						
3840	odun			48	the firewood				3	azerbaijani	azerbaijani_dictionary					azerbaijani_dictionary						
3942	дечиг			48	the firewood				6	chechen	chechen_dictionary					chechen_dictionary						
4105	šeša			48	the firewood				5	georgian	georgian_dictionary					georgian_dictionary						
4608	heez			48	the firewood				4	persian	persian_dictionary					persian_dictionary						
4609	heezom			48	the firewood				4	persian	persian_dictionary					persian_dictionary						
4904	дрова			48	the firewood				1	russian	russian_dictionary					russian_dictionary						
5023	топливо			48	the firewood				2	russian	russian_dictionary					russian_dictionary						
65	čːuʕa	ччуг1а		49	the fish	рыба	Yes	3.65	49.1	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
260	χʷami	хвами		49	the fish	рыба	Yes	3.65	49.2	Andi	Zilo	Botlikh	8.2018	42.731394	46.319223	Zilo1		Non loan				
433	χʷami	хвами		49	the fish	рыба	Yes	3.65	49.2	Andi	Zilo	Botlikh	7.2017	42.731394	46.319223	Zilo2		Non loan				
592	čːuʔa	ччуъа		49	the fish	рыба	Yes	3.65	49.1	Andi	Rikvani	Botlikh	7.2017	42.782304	46.319372	Rikvani1		Avar				
740	qʷãj	хъва2й		49	the fish	рыба	Yes	3.65	49.2	Botlikh	Botlikh	Botlikh	7.2017	42.667813	46.221451	Botlikh1		Non loan				
895	buluχ	булух		49	the fish	рыба	Yes	3.65	49.3	Avar	Kusur	Rutul	7.2017	41.781293	46.949207	Kusur1		Turkic				
1044	χˤabχˤi			49	the fish	рыба	Yes	3.65	49.4	Archi			11.2018	42.0664	46.8678	(Chumakina 2009)	Chumakina, Marina. 2009. Archi vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1254 entries. (Available online at http://wold.clld.org/vocabulary/16, Accessed on 2018-11-11.)	Non loan				
1184	bisa			49	the fish	рыба	Yes	3.65	49.5	Bezhta			11.2018	42.1206	46.03319	(Comrie & Khalilov 2009)	Comrie, Bernard & Madzhid Khalilov. 2009. Bezhta vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1473 entries. (Available online at http://wold.clld.org/vocabulary/15, Accessed on 2018-11-11.) 	Non loan				
1409		балугъ		49	the fish	рыба	Yes	3.65	49.3	Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1						
1574		балукъ		49	the fish	рыба	Yes	3.65	49.3	North Azerbaijani	Darvag	Tabasaran	7.2018	42.022285	48.065912	Darvag1						
1770		балыкъ		49	the fish	рыба	Yes	3.65	49.3	Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1956		чич1и		49	the fish	рыба	Yes	3.65	49.6	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek1						
2114		чич1и		49	the fish	рыба	Yes	3.65	49.6	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek2						
2267		чич1и		49	the fish	рыба	Yes	3.65	49.6	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek3						
2421		бялихъ		49	the fish	рыба	Yes	3.65	49.3	Kajtak	Dzhavgat	Tabasaran	7.2018	42.0506	47.9375	Dzhavgat1						
2578		бялихъ		49	the fish	рыба	Yes	3.65	49.3	Kajtak	Dzhibakhni	Tabasaran	7.2018	42.06051	47.90847	Dzhibakhni1						
2742		чич1		49	the fish	рыба	Yes	3.65	49.6	Tabasaran	Khapil’	Tabasaran	7.2018	41.98722	47.97731	Khapil1						
2902		балоругъ		49	the fish	рыба	Yes	3.65	49.3	Tabasaran	Laka	Khiv	7.2018	41.75705	47.88114	Laka1						
3075		балугъ		49	the fish	рыба	Yes	3.65	49.3	Lezgian	Tsinit	Khiv	7.2018	41.72324	48.00882	Tsinit1						
3241		чич1		49	the fish	рыба	Yes	3.65	49.6	Tabasaran	Yagdyg	Tabasaran	7.2018	41.980115	47.970578	Yagdyg2						
3403		балукъ		49	the fish	рыба	Yes	3.65	49.3	North Azerbaijani	Yersi	Tabasaran	7.2018	42.018844	48.012897	Yersi1						
3544	samak			49	the fish				6	arabic	arabic_dictionary					arabic_dictionary						
3545	samakah			49	the fish				6	arabic	arabic_dictionary					arabic_dictionary						
3731	balıq			49	the fish				2	azerbaijani	azerbaijani_dictionary					azerbaijani_dictionary						
3908	ч1ара			49	the fish				5	chechen	chechen_dictionary					chechen_dictionary						
4068	tevzi			49	the fish				4	georgian	georgian_dictionary					georgian_dictionary						
4478	maha			49	the fish				3	persian	persian_dictionary					persian_dictionary						
4905	рыба			49	the fish				1	russian	russian_dictionary					russian_dictionary						
66	zar	зар		50	the fist	кулак	No		50.1	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
261	za	за		50	the fist	кулак	No		50.1	Andi	Zilo	Botlikh	8.2018	42.731394	46.319223	Zilo1		Non loan				
434	za	за		50	the fist	кулак	No		50.1	Andi	Zilo	Botlikh	7.2017	42.731394	46.319223	Zilo2		Non loan				
741	zaj	зай		50	the fist	кулак	No		50.1	Botlikh	Botlikh	Botlikh	7.2017	42.667813	46.221451	Botlikh1		Non loan				
896	zor	зор		50	the fist	кулак	No		50.1	Avar	Kusur	Rutul	7.2017	41.781293	46.949207	Kusur1		Non loan				
1354		гъуд		50	the fist	кулак	No		50.2	Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1						
1526		юмрукъ		50	the fist	кулак	No		50.3	North Azerbaijani	Darvag	Tabasaran	7.2018	42.022285	48.065912	Darvag1						
1705		юмурукъ		50	the fist	кулак	No		50.3	Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1904		гъурду		50	the fist	кулак	No		50.2	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek1						
2070		гъурду		50	the fist	кулак	No		50.2	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek2						
2225		гъурду		50	the fist	кулак	No		50.2	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek3						
2373		къвяш		50	the fist	кулак	No		50.4	Kajtak	Dzhavgat	Tabasaran	7.2018	42.0506	47.9375	Dzhavgat1						
2531		къвяш		50	the fist	кулак	No		50.4	Kajtak	Dzhibakhni	Tabasaran	7.2018	42.06051	47.90847	Dzhibakhni1						
2693		гъурд		50	the fist	кулак	No		50.2	Tabasaran	Khapil’	Tabasaran	7.2018	41.98722	47.97731	Khapil1						
2855		гъурд		50	the fist	кулак	No		50.2	Tabasaran	Laka	Khiv	7.2018	41.75705	47.88114	Laka1						
3023		гъуд		50	the fist	кулак	No		50.2	Lezgian	Tsinit	Khiv	7.2018	41.72324	48.00882	Tsinit1						
3193		гъурду		50	the fist	кулак	No		50.2	Tabasaran	Yagdyg	Tabasaran	7.2018	41.980115	47.970578	Yagdyg2						
3353		юмрукъ		50	the fist	кулак	No		50.3	North Azerbaijani	Yersi	Tabasaran	7.2018	42.018844	48.012897	Yersi1						
3546	qabdah			50	the fist				6	arabic	arabic_dictionary					arabic_dictionary						
3732	yumruq			50	the fist				2	azerbaijani	azerbaijani_dictionary					azerbaijani_dictionary						
